aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,Result
-2136,2328,-17284,5408,-860,135,189,-1,-1,0
-2160,2328,-17356,5408,-771,84,161,-1,-1,0
-2164,2352,-17344,5408,-743,116,187,-1,-1,0
-2132,2400,-17244,5408,-782,105,220,-1,-1,0
-2012,2504,-17268,5408,-605,188,165,-1,-1,0
-2164,2340,-17352,5408,-736,84,241,-1,-1,0
-2176,2396,-17208,5408,-801,65,248,-1,-1,0
-2064,2336,-17276,5408,-746,123,190,-1,-1,0
-2052,2432,-17212,5408,-728,192,215,-1,-1,0
-2156,2480,-17284,5408,-794,35,161,-1,-1,0
-2040,2396,-17280,5408,-797,122,177,-1,-1,0
-2080,2300,-17204,5408,-754,110,141,-1,-1,0
-1988,2432,-17248,5408,-756,99,107,-1,-1,0
-2128,2428,-17368,5408,-762,92,204,-1,-1,0
-1964,2424,-17264,5408,-708,104,256,-1,-1,0
-2160,2344,-17304,5408,-763,-14,206,-1,-1,0
-2012,2348,-17164,5408,-778,92,103,-1,-1,0
-2260,2432,-17424,5408,-921,244,279,-1,-1,0
-1988,2356,-17264,5408,-690,111,154,-1,-1,0
-2100,2304,-17168,5408,-812,77,184,-1,-1,0
-2112,2288,-17232,5408,-758,147,186,-1,-1,0
-2076,2216,-17404,5408,-801,93,211,-1,-1,0
-1960,2380,-17232,5408,-756,256,186,-1,-1,0
-2140,2300,-17240,5408,-843,77,220,-1,-1,0
-2064,2312,-17336,5408,-751,128,260,-1,-1,0
-2020,2304,-17324,5408,-754,142,205,-1,-1,0
-2040,2324,-17332,5408,-713,126,173,-1,-1,0
-2092,2268,-17268,5408,-725,45,179,-1,-1,0
-2100,2256,-17276,5408,-742,123,163,-1,-1,0
-2096,2216,-17192,5408,-767,126,195,-1,-1,0
-2084,2284,-17300,5408,-767,65,199,-1,-1,0
-2092,2304,-17296,5408,-755,57,178,-1,-1,0
-2136,2328,-17372,5408,-713,139,211,-1,-1,0
-2096,2256,-17320,5408,-772,89,196,-1,-1,0
-2140,2324,-17324,5408,-801,118,213,-1,-1,0
-2136,2284,-17392,5408,-801,107,195,-1,-1,0
-2044,2260,-17276,5408,-810,99,191,-1,-1,0
-2048,2300,-17340,5408,-778,133,166,-1,-1,0
-2016,2384,-17328,5408,-831,28,176,-1,-1,0
-2032,2356,-17288,5408,-749,84,171,-1,-1,0
-2060,2268,-17464,5408,-786,101,173,-1,-1,0
-2060,2360,-17264,5408,-752,134,205,-1,-1,0
-2004,2368,-17408,5408,-782,48,196,-1,-1,0
-1944,2312,-17364,5408,-739,136,177,-1,-1,0
-1972,2420,-17336,5408,-780,95,223,-1,-1,0
-2024,2348,-17324,5408,-737,31,235,-1,-1,0
-2084,2368,-17356,5408,-793,44,170,-1,-1,0
-2100,2436,-17292,5408,-818,2,146,-1,-1,0
-2044,2392,-17436,5408,-807,89,248,-1,-1,0
-1972,2424,-17244,5408,-787,109,152,-1,-1,0
-1952,2320,-17280,5408,-745,51,217,-1,-1,0
-1988,2428,-17332,5408,-822,78,160,-1,-1,0
-1920,2412,-17252,5408,-772,109,188,-1,-1,0
-2048,2456,-17140,5408,-779,-69,204,-1,-1,0
-1928,2416,-17252,5408,-773,180,167,-1,-1,0
-2016,2412,-17296,5408,-765,58,179,-1,-1,0
-1924,2392,-17268,5408,-780,91,216,-1,-1,0
-2000,2448,-17328,5408,-791,51,197,-1,-1,0
-1948,2412,-17300,5408,-804,106,201,-1,-1,0
-1992,2404,-17260,5408,-739,122,159,-1,-1,0
-1948,2428,-17252,5408,-734,70,178,-1,-1,0
-1976,2424,-17228,5408,-832,101,165,-1,-1,0
-5868,8272,-12712,5408,4963,-4940,-3707,-1,-1,1
0,10092,-11924,5408,-3801,19065,8776,-1,-1,1
-1884,10264,-13384,5408,-794,2561,1182,-1,-1,1
1832,9724,-11756,5408,2452,-2001,-4599,-1,-1,1
1148,10028,-11068,5408,-1855,12881,5889,-1,-1,1
-3436,9680,-11568,5408,-4951,12471,6100,-1,-1,1
-2664,8876,-13184,5408,-2106,14555,3814,-1,-1,1
-2584,9124,-12476,5408,-615,-201,-64,-1,-1,1
316,9748,-11088,5408,-309,5013,618,-1,-1,1
-1008,8960,-12508,5408,-3723,-1273,752,-1,-1,1
-1976,7348,-14004,5408,2312,-6421,-4473,-1,-1,1
1176,10136,-10844,5408,-2714,16706,6402,-1,-1,1
-8836,7308,-13224,5408,6751,-21850,-9897,-1,-1,1
-8500,7804,-13652,5408,3667,-15086,-4553,-1,-1,1
-4036,9488,-13756,5408,5391,-19332,-7372,-1,-1,1
600,10136,-11680,5408,-7224,15278,11062,-1,-1,1
348,10432,-12788,5408,-3255,9910,3368,-1,-1,1
-2480,10364,-13900,5408,-4614,3819,4987,-1,-1,1
3356,9624,-12368,5408,5436,-10898,-7629,-1,-1,1
2888,10348,-9412,5408,-1325,16224,5781,-1,-1,1
-2516,9924,-14344,5408,-5707,14756,7055,-1,-1,1
-3516,9052,-14524,5408,10009,-32768,-12746,-1,-1,1
640,9400,-12244,5408,-506,5982,2674,-1,-1,1
44,9904,-12696,5408,-3152,17168,5972,-1,-1,1
-2992,9372,-13824,5408,1441,-7705,-2264,-1,-1,1
-648,9516,-12724,5408,-556,5423,2128,-1,-1,1
-1092,9372,-12704,5408,191,552,266,-1,-1,1
808,8628,-13512,5408,1747,-9630,-4813,-1,-1,1
832,8652,-13020,5408,-165,785,168,-1,-1,1
-916,8792,-13080,5408,-122,-3482,-1318,-1,-1,1
248,9132,-12956,5408,-596,8210,3080,-1,-1,1
976,8864,-13100,5408,-225,3234,926,-1,-1,1
492,8836,-13176,5408,-721,6407,2403,-1,-1,1
200,8888,-13252,5408,-368,7446,3146,-1,-1,1
1920,8616,-12612,5408,931,-12648,-5134,-1,-1,1
2756,8808,-12524,5408,-426,-2786,-1665,-1,-1,1
2308,8608,-12708,5408,704,-703,-840,-1,-1,1
1144,8544,-13020,5408,-1288,7544,3280,-1,-1,1
-688,9040,-13872,5408,-172,71,-113,-1,-1,1
-4820,44,-16896,5408,-789,413,238,-1,-1,1
-4660,180,-16828,5408,-1049,1038,-26,-1,-1,1
-4468,-8,-16868,5408,-1043,639,113,-1,-1,1
-5072,-108,-16864,5408,-1365,-56,-51,-1,-1,1
-7156,-452,-16288,5408,-663,-126,134,-1,-1,1
-6712,-180,-16080,5408,-1111,-566,449,-1,-1,1
-6620,-204,-16396,5408,-617,636,-81,-1,-1,1
-6780,-296,-16368,5408,-746,-51,280,-1,-1,1
-6264,-480,-16572,5408,-964,-1947,115,-1,-1,1
-5736,-1144,-16836,5408,-944,-1983,270,-1,-1,1
-6056,-1048,-16688,5408,-763,-1780,-386,-1,-1,1
-5456,-756,-16744,5408,-1289,773,27,-1,-1,1
-5012,-700,-16568,5408,-593,222,473,-1,-1,1
-5896,-2420,-16404,5408,-647,425,43,-1,-1,1
-5676,-1916,-16520,5408,-414,-340,613,-1,-1,1
-5972,-1648,-16604,5408,-661,1165,69,-1,-1,1
-6252,-1472,-16316,5408,-1228,-551,282,-1,-1,1
-6424,-1444,-16316,5408,-732,487,78,-1,-1,1
-5904,-1340,-16444,5408,-769,663,355,-1,-1,1
-6004,-1552,-16588,5408,-1033,418,47,-1,-1,1
-6120,-1616,-16364,5408,-575,783,90,-1,-1,1
-6020,-1500,-16616,5408,-723,-75,335,-1,-1,1
-6468,-1484,-16352,5408,-1097,-151,103,-1,-1,1
-7596,-1088,-15652,5408,-641,1712,663,-1,-1,1
-8032,-1464,-15712,5408,-815,-691,370,-1,-1,1
-7824,-1404,-15504,5408,-557,1955,276,-1,-1,1
-8144,-1416,-15764,5408,-285,-832,392,-1,-1,1
-7864,-1168,-15856,5408,-753,46,259,-1,-1,1
-7956,-1132,-15608,5408,-879,-19,324,-1,-1,1
-7756,-1024,-15528,5408,-908,251,155,-1,-1,1
-8112,-1056,-15668,5408,-992,-586,-153,-1,-1,1
-8000,-920,-15600,5408,-886,-706,269,-1,-1,1
-8116,-764,-15432,5408,-799,-41,87,-1,-1,1
-8112,-708,-15492,5408,-827,82,380,-1,-1,1
-8160,-720,-15544,5408,-738,-88,294,-1,-1,1
1148,5728,-14604,5408,26,326,-11,-1,-1,1
1240,5760,-14740,5408,31,394,-73,-1,-1,1
1144,5804,-14724,5408,21,340,-23,-1,-1,1
1252,5672,-14700,5408,85,461,-19,-1,-1,1
1252,5716,-14788,5408,65,460,-49,-1,-1,1
1220,5812,-14708,5408,48,424,-23,-1,-1,1
1228,5748,-14716,5408,31,475,-9,-1,-1,1
1280,5712,-14660,5408,95,538,-33,-1,-1,1
1212,5796,-15284,5408,188,-353,-181,-1,-1,1
1356,5676,-14740,5408,23,194,7,-1,-1,1
1288,5644,-14696,5408,46,246,-35,-1,-1,1
1332,5768,-14728,5408,55,334,-87,-1,-1,1
1384,5724,-14660,5408,19,424,-44,-1,-1,1
1180,5800,-14732,5408,32,451,-31,-1,-1,1
-5160,1152,-15116,5424,58,352,-32,-1,-1,0
-5108,1204,-15004,5424,37,396,-41,-1,-1,0
-5220,1140,-15080,5424,56,266,13,-1,-1,0
-5212,1136,-14972,5424,31,359,-64,-1,-1,0
-5100,1124,-14968,5424,66,366,-42,-1,-1,0
-5148,1128,-15168,5424,91,369,-46,-1,-1,0
-5188,1224,-14988,5424,54,344,-42,-1,-1,0
-5136,1156,-15012,5424,71,424,-50,-1,-1,0
-2344,2500,-17112,5424,-822,-13,236,-1,-1,0
-2268,2340,-17384,5424,-768,172,188,-1,-1,0
-2256,2556,-17256,5424,-813,31,229,-1,-1,0
-2268,2324,-17360,5424,-796,43,129,-1,-1,0
-2152,2336,-17320,5424,-773,87,224,-1,-1,0
-2160,2364,-17292,5424,-766,72,156,-1,-1,0
-2132,2448,-17272,5424,-789,114,202,-1,-1,0
-2204,2392,-17228,5424,-759,167,164,-1,-1,0
-2220,2348,-17344,5424,-771,176,203,-1,-1,0
-2308,2472,-17264,5424,-786,-17,100,-1,-1,0
-2080,2384,-17184,5424,-741,116,220,-1,-1,0
-2120,2444,-17136,5424,-858,155,158,-1,-1,0
-2232,2488,-17180,5424,-776,99,75,-1,-1,0
-2148,2540,-17200,5424,-826,55,148,-1,-1,0
-2188,2380,-17148,5424,-738,-42,223,-1,-1,0
-2160,2356,-17344,5424,-656,246,161,-1,-1,0
-2312,2472,-17212,5424,-712,106,265,-1,-1,0
-2236,2360,-17260,5424,-787,55,315,-1,-1,0
-2344,2308,-17280,5424,-772,124,199,-1,-1,0
-2296,2288,-17236,5424,-808,45,223,-1,-1,0
-2240,2296,-17328,5424,-758,71,169,-1,-1,0
-2268,2348,-17336,5424,-849,157,283,-1,-1,0
-2228,2396,-17176,5424,-780,111,223,-1,-1,0
-2220,2468,-17332,5424,-794,131,243,-1,-1,0
-2200,2308,-17276,5424,-756,74,215,-1,-1,0
-2184,2464,-17236,5424,-742,140,152,-1,-1,0
-2156,2396,-17188,5424,-846,73,165,-1,-1,0
-2056,2348,-17152,5424,-799,499,348,-1,-1,0
-2340,2332,-17324,5424,-815,48,187,-1,-1,0
-2248,2252,-17252,5424,-821,104,177,-1,-1,0
-2228,2304,-17308,5424,-844,148,292,-1,-1,0
-2336,2304,-17420,5424,-828,63,174,-1,-1,0
-2248,2324,-17276,5424,-852,33,182,-1,-1,0
-2232,2380,-17296,5424,-789,40,204,-1,-1,0
-2296,2304,-17348,5424,-750,105,208,-1,-1,0
-2264,2336,-17216,5424,-736,25,126,-1,-1,0
-2280,2360,-17152,5424,-870,-12,289,-1,-1,0
-2172,2332,-17244,5424,-755,76,196,-1,-1,0
-2196,2348,-17260,5424,-771,21,330,-1,-1,0
-2132,2272,-17164,5424,-809,223,136,-1,-1,0
-2104,2280,-17168,5424,-756,171,170,-1,-1,0
-2072,2388,-17296,5424,-731,119,261,-1,-1,0
-2176,2500,-17244,5424,-740,305,270,-1,-1,0
-2224,2360,-17312,5424,-844,26,148,-1,-1,0
-2104,2352,-17300,5424,-786,174,212,-1,-1,0
-2092,2364,-17296,5424,-728,146,170,-1,-1,0
-2124,2376,-17200,5424,-761,144,197,-1,-1,0
-2116,2328,-17284,5424,-820,23,155,-1,-1,0
-2200,2320,-17192,5424,-785,138,202,-1,-1,0
-2184,2324,-17424,5424,-756,127,215,-1,-1,0
-2128,2280,-17260,5424,-749,112,154,-1,-1,0
-2132,2320,-17276,5424,-748,141,152,-1,-1,0
-2220,2268,-17384,5424,-764,16,185,-1,-1,0
-2212,2332,-17268,5424,-740,113,164,-1,-1,0
-2184,2368,-17288,5424,-742,126,233,-1,-1,0
-2156,2348,-17292,5424,-807,138,249,-1,-1,0
-2076,2348,-17156,5424,-720,62,87,-1,-1,0
-2112,2344,-17256,5424,-727,177,259,-1,-1,0
-2172,2304,-17372,5424,-734,110,168,-1,-1,0
-2180,2296,-17380,5424,-797,64,213,-1,-1,0
-2288,2312,-17368,5424,-814,14,182,-1,-1,0
-2256,2336,-17204,5424,-816,49,194,-1,-1,0
-2144,2280,-17284,5424,-735,164,166,-1,-1,0
-2120,2284,-17236,5424,-686,97,222,-1,-1,0
-2276,2276,-17276,5424,-742,27,244,-1,-1,0
-2128,2196,-17312,5424,-771,0,184,-1,-1,0
-2228,2268,-17316,5424,-785,69,199,-1,-1,0
-2228,2352,-17276,5424,-748,166,179,-1,-1,0
-2264,2328,-17328,5424,-785,33,207,-1,-1,0
-2164,2196,-17384,5424,-760,151,174,-1,-1,0
-2192,2288,-17320,5424,-779,11,267,-1,-1,0
-2188,2236,-17320,5424,-757,70,230,-1,-1,0
-2160,2332,-17308,5424,-821,96,183,-1,-1,0
-2252,2340,-17420,5424,-776,66,258,-1,-1,0
-2268,2296,-17296,5424,-792,57,200,-1,-1,0
-2312,2576,-17212,5424,-819,27,70,-1,-1,0
-2184,2376,-17384,5424,-754,184,297,-1,-1,0
-2224,2380,-17192,5424,-672,221,70,-1,-1,0
-2280,2208,-17296,5424,-811,155,157,-1,-1,0
-2128,2288,-17296,5424,-784,71,144,-1,-1,0
-2216,2220,-17188,5424,-799,111,230,-1,-1,0
-2232,2228,-17260,5424,-716,62,198,-1,-1,0
-2132,2328,-17288,5424,-736,113,228,-1,-1,0
-2124,2356,-17212,5424,-799,163,235,-1,-1,0
-2120,2324,-17280,5424,-812,118,168,-1,-1,0
-2036,2280,-17348,5424,-716,193,159,-1,-1,0
-2136,2416,-17292,5424,-761,142,194,-1,-1,0
-2100,2264,-17388,5424,-721,191,219,-1,-1,0
-2232,2356,-17316,5424,-730,119,223,-1,-1,0
-2248,2284,-17240,5424,-1163,-416,145,-1,-1,0
-2108,2372,-17268,5424,-794,115,171,-1,-1,0
-2108,2344,-17248,5424,-775,155,199,-1,-1,0
-2072,2352,-17300,5424,-767,150,204,-1,-1,0
-2168,2404,-17236,5424,-761,144,212,-1,-1,0
-2128,2440,-17352,5424,-796,111,185,-1,-1,0
-2112,2528,-17300,5424,-749,78,148,-1,-1,0
-2112,2408,-17204,5424,-754,176,236,-1,-1,0
-2192,2340,-17164,5424,-743,141,199,-1,-1,0
-2100,2360,-17312,5424,-783,123,153,-1,-1,0
-2192,2388,-17320,5424,-814,19,220,-1,-1,0
-2076,2316,-17344,5424,-763,172,191,-1,-1,0
-2068,2316,-17384,5424,-740,114,167,-1,-1,0
-2056,2308,-17364,5424,-740,113,201,-1,-1,0
-2088,2132,-17236,5424,-825,-50,191,-1,-1,0
-2116,2360,-17280,5424,-795,33,289,-1,-1,0
-2244,2368,-17268,5424,-811,17,211,-1,-1,0
-2148,2272,-17400,5424,-742,241,327,-1,-1,0
-2096,2360,-17296,5424,-741,73,105,-1,-1,0
-2040,2320,-17240,5424,-780,-24,231,-1,-1,0
-1952,2336,-17324,5424,-704,288,202,-1,-1,0
-2000,2372,-17248,5424,-729,120,188,-1,-1,0
-2012,2380,-17204,5424,-763,83,187,-1,-1,0
-1980,2264,-17236,5424,-749,122,176,-1,-1,0
-2184,2360,-17360,5424,-872,-98,181,-1,-1,0
-1840,2292,-17272,5424,-709,217,102,-1,-1,0
-2192,2400,-17348,5424,-799,-135,240,-1,-1,0
-2108,2324,-17260,5424,-811,-23,277,-1,-1,0
-2240,2244,-17332,5424,-820,-315,167,-1,-1,0
-2116,2356,-17228,5424,-758,227,209,-1,-1,0
-2036,2304,-17360,5424,-770,158,235,-1,-1,0
-2064,2312,-17364,5424,-745,81,194,-1,-1,0
-2056,2224,-17388,5424,-786,69,171,-1,-1,0
-2120,2288,-17268,5424,-771,222,191,-1,-1,0
-2068,2404,-17264,5424,-736,149,179,-1,-1,0
-2048,2200,-17336,5424,-706,50,159,-1,-1,0
-2100,2344,-17292,5424,-800,125,144,-1,-1,0
-2168,2332,-17220,5424,-791,-6,178,-1,-1,0
-2104,2288,-17324,5424,-790,51,187,-1,-1,0
-2052,2356,-17276,5424,-769,119,195,-1,-1,0
-2132,2308,-17424,5424,-763,67,121,-1,-1,0
-2012,2316,-17340,5424,-730,101,165,-1,-1,0
-2072,2252,-17288,5424,-789,121,138,-1,-1,0
-2160,2240,-17344,5424,-788,180,254,-1,-1,0
-2092,2220,-17224,5424,-868,175,196,-1,-1,0
-2092,2268,-17324,5424,-827,57,200,-1,-1,0
-2112,2280,-17328,5424,-796,39,193,-1,-1,0
-2064,2260,-17308,5424,-752,72,163,-1,-1,0
-2176,2272,-17264,5424,-779,16,173,-1,-1,0
-2116,2292,-17304,5424,-842,83,165,-1,-1,0
-2076,2292,-17300,5424,-762,180,175,-1,-1,0
-2116,2324,-17244,5424,-714,-2,183,-1,-1,0
-2064,2320,-17360,5424,-757,87,210,-1,-1,0
-2008,2296,-17284,5424,-799,133,182,-1,-1,0
-2088,2244,-17276,5424,-797,128,192,-1,-1,0
-2044,2340,-17388,5424,-755,134,192,-1,-1,0
-2024,2244,-17292,5424,-763,97,171,-1,-1,0
-2084,2292,-17224,5424,-751,127,175,-1,-1,0
-2168,2284,-17204,5424,-793,12,224,-1,-1,0
-2060,2268,-17480,5424,-743,72,214,-1,-1,0
-1948,2332,-17260,5424,-823,134,195,-1,-1,0
-2012,2388,-17272,5424,-734,65,228,-1,-1,0
-1956,2284,-17424,5424,-785,130,182,-1,-1,0
-2004,2216,-17252,5424,-766,121,190,-1,-1,0
-2092,2264,-17260,5424,-785,48,178,-1,-1,0
-2108,2328,-17220,5424,-775,94,171,-1,-1,0
-2096,2332,-17400,5424,-779,70,198,-1,-1,0
-1976,2316,-17264,5424,-726,44,169,-1,-1,0
-2088,2368,-17396,5424,-753,107,163,-1,-1,0
-2016,2392,-17364,5424,-821,82,193,-1,-1,0
-1988,2372,-17408,5424,-741,108,153,-1,-1,0
-2044,2336,-17276,5424,-790,105,173,-1,-1,0
-2040,2328,-17308,5424,-783,104,139,-1,-1,0
-2004,2336,-17324,5424,-824,178,177,-1,-1,0
-2028,2324,-17308,5424,-755,153,232,-1,-1,0
-1964,2364,-17412,5424,-777,105,164,-1,-1,0
-2080,2384,-17292,5424,-740,24,193,-1,-1,0
-1924,2384,-17276,5424,-786,152,164,-1,-1,0
-2032,2404,-17236,5424,-744,77,202,-1,-1,0
-2060,2368,-17416,5424,-732,125,205,-1,-1,0
-2072,2344,-17272,5424,-728,87,212,-1,-1,0
-2044,2324,-17152,5424,-857,81,187,-1,-1,0
-2104,2336,-17280,5424,-781,67,167,-1,-1,0
-1968,2348,-17360,5424,-752,154,218,-1,-1,0
-2068,2384,-17396,5424,-755,111,176,-1,-1,0
-2056,2424,-17272,5424,-763,128,180,-1,-1,0
-1964,2380,-17272,5424,-749,149,220,-1,-1,0
-2008,2356,-17296,5424,-744,108,178,-1,-1,0
-1984,2428,-17344,5424,-765,187,160,-1,-1,0
-2008,2432,-17264,5424,-717,33,185,-1,-1,0
-1968,2408,-17276,5424,-788,70,207,-1,-1,0
-1960,2392,-17304,5424,-712,97,177,-1,-1,0
-1908,2456,-17344,5424,-721,165,176,-1,-1,0
-2120,2420,-17316,5424,-780,72,210,-1,-1,0
-2024,2476,-17340,5424,-786,31,215,-1,-1,0
-2012,2396,-17304,5424,-741,127,176,-1,-1,0
-2128,2384,-17356,5424,-764,78,212,-1,-1,0
-1984,2416,-17348,5424,-772,117,191,-1,-1,0
-2000,2336,-17252,5424,-789,126,198,-1,-1,0
-2008,2404,-17380,5424,-769,82,204,-1,-1,0
-1952,2424,-17276,5424,-762,55,200,-1,-1,0
-1932,2296,-17224,5424,-824,146,169,-1,-1,0
-1948,2336,-17392,5424,-764,103,225,-1,-1,0
-1968,2444,-17364,5424,-795,118,155,-1,-1,0
-1928,2352,-17300,5424,-742,56,215,-1,-1,0
-1916,2416,-17320,5424,-772,178,241,-1,-1,0
-1936,2392,-17248,5424,-778,55,177,-1,-1,0
-1992,2500,-17408,5424,-809,116,196,-1,-1,0
-1916,2332,-17520,5424,-841,148,154,-1,-1,0
-2032,2388,-17272,5424,-813,62,189,-1,-1,0
-2004,2432,-17276,5424,-791,75,204,-1,-1,0
-1912,2372,-17264,5424,-738,181,193,-1,-1,0
-1936,2352,-17276,5424,-728,76,188,-1,-1,0
-1964,2388,-17164,5424,-775,97,157,-1,-1,0
-6112,8448,-13596,5424,275,-6772,-2684,-1,-1,1
-1492,9924,-11688,5424,-2904,6853,4093,-1,-1,1
-1260,10184,-12688,5424,-3215,2539,2819,-1,-1,1
-5144,9688,-13508,5424,-4715,6634,3908,-1,-1,1
-4452,8900,-12592,5424,-1041,-4441,-1906,-1,-1,1
4228,10404,-12172,5424,2152,-9190,-7022,-1,-1,1
-2676,9140,-12452,5424,-2110,10901,5937,-1,-1,1
-2712,9584,-12036,5424,-2073,9488,3505,-1,-1,1
-3596,9268,-13188,5424,32,-7689,-1780,-1,-1,1
-1912,10068,-13512,5424,-6198,32767,7252,-1,-1,1
-452,9404,-11576,5424,2940,-5689,-3016,-1,-1,1
-7464,8080,-12928,5424,6693,-21880,-1963,-1,-1,1
584,9200,-12940,5424,732,11128,2584,-1,-1,1
-2488,9440,-11760,5424,102,10210,2672,-1,-1,1
-1336,8768,-13280,5424,921,9749,-1166,-1,-1,1
-4824,9704,-15644,5424,2781,5787,-291,-1,-1,1
-2344,10368,-13336,5424,-5990,-15252,1947,-1,-1,1
-232,10236,-13836,5424,6424,13146,-2367,-1,-1,1
6444,8344,-8068,5424,-1292,-1246,114,-1,-1,1
4084,10436,-10500,5424,-2462,29258,8851,-1,-1,1
-2288,7704,-13020,5424,11482,-32768,-13914,-1,-1,1
-4796,6212,-11220,5424,8690,-32768,-13663,-1,-1,1
-844,7784,-11856,5424,10205,-32768,-13575,-1,-1,1
-228,9556,-11924,5424,-6264,13110,7024,-1,-1,1
-2128,10708,-15004,5424,1014,-518,99,-1,-1,1
-4440,8208,-12748,5424,5785,-20261,-8407,-1,-1,1
6212,10288,-11236,5424,4184,-10580,-8462,-1,-1,1
-3404,7676,-12188,5424,4828,-29173,-10862,-1,-1,1
2564,9164,-12368,5424,1798,1990,-4965,-1,-1,1
5612,11104,-12004,5424,956,485,-1540,-1,-1,1
1404,10152,-10984,5424,-2933,14602,6719,-1,-1,1
220,8736,-11876,5424,3633,-9504,-7352,-1,-1,1
2496,10828,-12152,5424,-1085,12549,5152,-1,-1,1
-164,10440,-12496,5424,-2517,16666,8459,-1,-1,1
928,10052,-11112,5424,-3402,21805,9750,-1,-1,1
-8,8556,-12080,5424,3675,-20184,-10049,-1,-1,1
188,9804,-12524,5424,211,1266,116,-1,-1,1
1396,10224,-12084,5424,489,2314,-336,-1,-1,1
-1484,9816,-13696,5424,-2519,5097,3252,-1,-1,1
-1060,9312,-12352,5424,3875,-15847,-5626,-1,-1,1
-2804,9972,-13228,5424,-1008,-2075,261,-1,-1,1
-1892,10180,-13272,5424,-572,-153,159,-1,-1,1
-1032,9340,-12544,5424,3066,-13136,-5354,-1,-1,1
-932,10292,-12756,5424,-7,994,26,-1,-1,1
-192,9620,-12464,5424,-388,4695,2006,-1,-1,1
676,9728,-12244,5424,-969,6187,2950,-1,-1,1
-2256,9848,-13248,5424,-421,5291,1935,-1,-1,1
1200,9024,-11980,5424,1381,-6338,-3766,-1,-1,1
-1028,9208,-13160,5424,495,-10284,-4217,-1,-1,1
1364,9576,-12400,5424,-833,6071,2759,-1,-1,1
-984,9896,-12848,5424,-1289,7107,2582,-1,-1,1
-152,9504,-12608,5424,-1263,4555,1932,-1,-1,1
-1148,9040,-12080,5424,-129,1355,289,-1,-1,1
-460,10100,-12964,5424,-944,-17,231,-1,-1,1
-1044,9036,-12364,5424,2180,-6734,-3298,-1,-1,1
-1244,9336,-12448,5424,-406,7448,2111,-1,-1,1
-140,9616,-12528,5424,-755,7014,2528,-1,-1,1
1320,9908,-12796,5424,1453,-1925,-1915,-1,-1,1
-2216,9576,-13296,5424,241,-4669,-2127,-1,-1,1
-32,9680,-12980,5424,-393,4239,2094,-1,-1,1
-4720,9176,-13244,5424,380,-7990,-1664,-1,-1,1
-2208,9224,-13040,5424,-1388,8130,1972,-1,-1,1
-2652,9864,-13352,5424,-1404,2455,1374,-1,-1,1
1012,8488,-12968,5424,1083,-7373,-2742,-1,-1,1
912,8924,-12612,5424,-258,8595,2652,-1,-1,1
-2520,9004,-13800,5424,-221,228,-152,-1,-1,1
1396,8956,-12376,5424,403,1060,-594,-1,-1,1
1072,9000,-12864,5424,-381,3726,1337,-1,-1,1
2316,9232,-12700,5424,131,2867,666,-1,-1,1
812,8660,-12908,5424,-429,6374,2242,-1,-1,1
-116,8480,-13188,5424,279,-8757,-3225,-1,-1,1
2520,9028,-12472,5424,260,4643,1008,-1,-1,1
964,8860,-12972,5424,-819,6863,3010,-1,-1,1
1032,8972,-12828,5424,-729,7077,3309,-1,-1,1
512,8972,-13356,5424,119,3181,1221,-1,-1,1
1328,8932,-12988,5424,-21,2388,556,-1,-1,1
1944,8804,-12984,5424,773,1719,-344,-1,-1,1
92,8580,-13260,5424,502,-6542,-2351,-1,-1,1
3248,8808,-12556,5424,484,-3246,-1956,-1,-1,1
1144,8428,-13220,5424,-258,4799,1273,-1,-1,1
1972,9128,-12848,5424,-453,123,441,-1,-1,1
596,8792,-13476,5424,-458,2493,956,-1,-1,1
3668,8644,-12948,5424,902,-2802,-1938,-1,-1,1
2528,8408,-12628,5424,944,-5802,-2784,-1,-1,1
880,8612,-13356,5424,67,3318,956,-1,-1,1
552,8440,-13432,5424,338,4653,1714,-1,-1,1
1144,8628,-12988,5424,-331,3840,1504,-1,-1,1
804,8672,-13248,5424,-438,3488,1550,-1,-1,1
-16,8508,-13248,5424,205,-5954,-2032,-1,-1,1
-2504,2852,-15456,5424,-1192,-6863,-969,-1,-1,1
-4556,284,-16860,5424,-830,203,388,-1,-1,1
-7300,-200,-15976,5424,-1185,-623,70,-1,-1,1
-6652,-320,-16164,5424,-790,534,207,-1,-1,1
-6644,-540,-16352,5424,-783,397,155,-1,-1,1
-6308,-704,-16572,5424,-845,876,113,-1,-1,1
-5752,-796,-16608,5424,-898,-499,103,-1,-1,1
-5504,-916,-16788,5424,-907,-674,823,-1,-1,1
-6100,-920,-16560,5424,-1347,-3513,412,-1,-1,1
-5700,-844,-16536,5424,-740,183,241,-1,-1,1
-5768,-812,-16524,5424,-538,2371,146,-1,-1,1
-6192,-824,-16620,5424,-394,2032,-294,-1,-1,1
-5664,-952,-16656,5424,-764,-163,143,-1,-1,1
-5708,-816,-16624,5424,-808,1065,270,-1,-1,1
-5804,-2024,-16460,5424,-774,67,249,-1,-1,1
-5956,-2128,-16604,5424,-818,-185,85,-1,-1,1
-5900,-1420,-16540,5424,-597,-212,381,-1,-1,1
-7008,-1520,-16064,5424,-853,2316,74,-1,-1,1
-6632,-1356,-16656,5424,-1098,-2428,55,-1,-1,1
-7168,-1828,-16072,5424,-943,-1316,71,-1,-1,1
